year,aqi
2018.0,42.0
2018.0,49.0
2018.0,42.0
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,
2018.0,
2018.0,
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,46.0
2018.0,41.0
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,
2018.0,
2018.0,
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,44.0
2018.0,38.0
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,
2018.0,
2018.0,
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,43.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,
2018.0,
2018.0,
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,44.0
2018.0,36.0
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,
2018.0,
2018.0,
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,55.0
2018.0,52.0
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,
2018.0,
2018.0,
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,52.0
2018.0,47.0
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,
2018.0,
2018.0,
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,29.0
2018.0,24.0
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,
2018.0,
2018.0,
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,28.0
2018.0,23.0
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,
2018.0,
2018.0,
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,49.0
2018.0,41.0
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,
2018.0,
2018.0,
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,52.0
2018.0,44.0
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,
2018.0,
2018.0,
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,54.0
2018.0,52.0
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2018.0,
2018.0,
2018.0,
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2018.0,51.0
2018.0,44.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,
2019.0,
2019.0,
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,
2019.0,
2019.0,
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,
2019.0,
2019.0,
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,
2019.0,
2019.0,
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,29.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,
2019.0,
2019.0,
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,
2019.0,
2019.0,
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,
2019.0,
2019.0,
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,
2019.0,
2019.0,
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,
2019.0,
2019.0,
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,30.0
2019.0,24.0
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,
2019.0,
2019.0,
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,26.0
2019.0,21.0
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,
2019.0,
2019.0,
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,29.0
2019.0,24.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,
2019.0,
2019.0,
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,36.0
2019.0,31.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,
2019.0,
2019.0,
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,
2019.0,
2019.0,
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,41.0
2019.0,35.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,
2019.0,
2019.0,
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,53.0
2019.0,49.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,
2019.0,
2019.0,
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,
2019.0,
2019.0,
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,
2019.0,
2019.0,
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,
2019.0,
2019.0,
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,48.0
2019.0,43.0
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,
2019.0,
2019.0,
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,37.0
2019.0,32.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,
2019.0,
2019.0,
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,
2019.0,
2019.0,
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,50.0
2019.0,45.0
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,
2019.0,
2019.0,
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,59.0
2019.0,58.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,
2019.0,
2019.0,
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,
2019.0,
2019.0,
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,65.0
2019.0,64.0
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,
2019.0,
2019.0,
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,77.0
2019.0,75.0
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,
2019.0,
2019.0,
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,74.0
2019.0,72.0
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,
2019.0,
2019.0,
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,59.0
2019.0,57.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,
2019.0,
2019.0,
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,52.0
2019.0,49.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,
2019.0,
2019.0,
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,
2019.0,
2019.0,
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,80.0
2019.0,78.0
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,
2019.0,
2019.0,
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,62.0
2019.0,61.0
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,
2019.0,
2019.0,
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,53.0
2019.0,51.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,
2019.0,
2019.0,
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,
2019.0,
2019.0,
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,39.0
2019.0,34.0
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,
2019.0,
2019.0,
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,35.0
2019.0,31.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,
2019.0,
2019.0,
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,31.0
2019.0,26.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,
2019.0,
2019.0,
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,28.0
2019.0,23.0
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,
2019.0,
2019.0,
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,44.0
2019.0,39.0
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,
2019.0,
2019.0,
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,24.0
2019.0,20.0
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,
2019.0,
2019.0,
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,46.0
2019.0,41.0
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,
2019.0,
2019.0,
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,49.0
2019.0,44.0
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,
2019.0,
2019.0,
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,43.0
2019.0,37.0
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,
2019.0,
2019.0,
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,31.0
2019.0,27.0
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,
2019.0,
2019.0,
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,22.0
2019.0,18.0
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,
2019.0,
2019.0,
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,28.0
2019.0,24.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,
2019.0,
2019.0,
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,
2019.0,
2019.0,
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,43.0
2019.0,38.0
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,
2019.0,
2019.0,
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,51.0
2019.0,46.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,
2019.0,
2019.0,
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,
2019.0,
2019.0,
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,60.0
2019.0,58.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,
2019.0,
2019.0,
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,55.0
2019.0,54.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,
2019.0,
2019.0,
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,
2019.0,
2019.0,
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,
2019.0,
2019.0,
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,
2019.0,
2019.0,
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,33.0
2019.0,28.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,
2019.0,
2019.0,
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,58.0
2019.0,56.0
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,
2019.0,
2019.0,
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,73.0
2019.0,72.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,
2019.0,
2019.0,
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,62.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,
2019.0,
2019.0,
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,63.0
2019.0,61.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,
2019.0,
2019.0,
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,55.0
2019.0,53.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,
2019.0,
2019.0,
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,38.0
2019.0,33.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,
2019.0,
2019.0,
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,42.0
2019.0,37.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,
2019.0,
2019.0,
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,53.0
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,
2019.0,
2019.0,
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,54.0
2019.0,52.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,
2019.0,
2019.0,
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,
2019.0,
2019.0,
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,47.0
2019.0,42.0
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,
2019.0,
2019.0,
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,35.0
2019.0,30.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,
2019.0,
2019.0,
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,45.0
2019.0,40.0
2019.0,68.0
2019.0,66.0
2019.0,68.0
